latitude,longitude,area_in_meters,confidence,geometry,full_plus_code
-10.54103722,40.27845870,18.5276,0.7724,"POLYGON((40.2784873226772 -10.5410374304332, 40.2784686819574 -10.5410106603087, 40.2784300749605 -10.5410369832593, 40.2784487156792 -10.5410637533862, 40.2784873226772 -10.5410374304332))",5HX2F75H+H9PG
-10.60049553,40.22323675,42.2891,0.7438,"POLYGON((40.2232797427019 -10.6005007558779, 40.2232566841958 -10.6004574859661, 40.2231937581242 -10.6004903077062, 40.2232168166249 -10.6005335776232, 40.2232797427019 -10.6005007558779))",5HX296XF+R754
-10.56239284,40.10511081,36.5801,0.8098,"POLYGON((40.1051446061336 -10.5624157889253, 40.105117417684 -10.5623528128426, 40.1050770042035 -10.5623698945073, 40.1051041926471 -10.5624328705941, 40.1051446061336 -10.5624157889253))",5HX2C4Q4+22X8
-10.46924128,40.16909351,60.2075,0.8639,"POLYGON((40.1691399282994 -10.4692222500644, 40.1690682539604 -10.4691982987442, 40.1690470981563 -10.4692603176899, 40.169118772509 -10.4692842690135, 40.1691399282994 -10.4692222500644))",5HX2G5J9+8J49
-10.46240379,40.32405934,83.8956,0.8365,"POLYGON((40.3241083357949 -10.4624364258719, 40.3240906726699 -10.4623542411556, 40.3240103501603 -10.4623711531024, 40.3240280132664 -10.4624533378256, 40.3241083357949 -10.4624364258719))",5HX2G8QF+2JMX
-10.51562915,40.22576384,22.6231,0.6784,"POLYGON((40.2257795391019 -10.5156552726474, 40.2257889318935 -10.5156116329904, 40.2257481388458 -10.5156030343755, 40.2257387460484 -10.5156466740322, 40.2257795391019 -10.5156552726474))",5HX2F6MG+P8RV
-10.48313331,40.31550111,48.4278,0.8467,"POLYGON((40.3155371112377 -10.483106065003, 40.3154813624592 -10.4830929307506, 40.3154650991292 -10.4831605484873, 40.3155208479198 -10.4831736827411, 40.3155371112377 -10.483106065003))",5HX2G888+P6RJ
-10.51091846,40.23087921,58.3660,0.8450,"POLYGON((40.2309238077496 -10.5108977456375, 40.23085652522 -10.5108751739513, 40.2308346015735 -10.5109391759026, 40.2309018841165 -10.5109617475918, 40.2309238077496 -10.5108977456375))",5HX2F6QJ+J9J6
-10.69835066,40.04012433,39.5104,0.8852,"POLYGON((40.0401477594468 -10.6983858470666, 40.0401466369287 -10.6983147582332, 40.04010090196 -10.698315464618, 40.0401020244674 -10.6983865534526, 40.0401477594468 -10.6983858470666))",5HX2822R+M25X
-10.45702376,40.28843491,13.8875,0.7299,"POLYGON((40.2884527075448 -10.457039716765, 40.2884512784271 -10.4570063603599, 40.2884170988453 -10.4570077950241, 40.2884185279593 -10.4570411514298, 40.2884527075448 -10.457039716765))",5HX2G7VQ+59V5
-10.45048910,40.35995721,15.0495,0.8015,"POLYGON((40.3599662997792 -10.4504656685314, 40.3599363397319 -10.4504748324419, 40.3599481127592 -10.4505125430695, 40.3599780728094 -10.4505033791575, 40.3599662997792 -10.4504656685314))",5HX2G9X5+RX4G
-10.64148925,40.03492355,21.8726,0.8154,"POLYGON((40.0349484919183 -10.6415072588237, 40.0349483699352 -10.6414710878991, 40.0348986077988 -10.6414712521077, 40.0348987297761 -10.6415074230329, 40.0349484919183 -10.6415072588237))",5HX2925M+CX3G
-10.46417703,40.31880090,83.5634,0.8121,"POLYGON((40.3188405700837 -10.4642207457541, 40.3188375667428 -10.464130813141, 40.3187612294104 -10.4641333105961, 40.3187642327295 -10.4642232432126, 40.3188405700837 -10.4642207457541))",5HX2G8P9+8GFW
-10.50882665,40.23650727,92.5772,0.8972,"POLYGON((40.2365654468112 -10.5088043487339, 40.2364938439168 -10.5087663468368, 40.2364490837732 -10.5088489439514, 40.2365206866835 -10.5088869458567, 40.2365654468112 -10.5088043487339))",5HX2F6RP+FJ6R
-10.69265443,40.04518311,52.0783,0.8871,"POLYGON((40.0452163043289 -10.6926869944618, 40.0452113539155 -10.6926175813529, 40.0451499075777 -10.6926218679749, 40.0451548579773 -10.692691281086, 40.0452163043289 -10.6926869944618))",5HX2824W+W3MX
-10.69167893,40.03869853,63.0140,0.8951,"POLYGON((40.0387480987079 -10.6916924877684, 40.0387185985289 -10.6916320942282, 40.0386489713322 -10.691665362916, 40.0386784715019 -10.6917257564636, 40.0387480987079 -10.6916924877684))",5HX2825Q+8FGV
-10.57884986,40.16216007,59.5861,0.8461,"POLYGON((40.1622001968705 -10.5788791088078, 40.1621923965255 -10.5788123282437, 40.1621199518521 -10.5788206118182, 40.1621277521821 -10.5788873923857, 40.1622001968705 -10.5788791088078))",5HX2C5C6+FV72
-10.46605520,40.16465740,20.7288,0.7343,"POLYGON((40.1646753276466 -10.4660793574001, 40.1646741317496 -10.4660302021268, 40.1646394686243 -10.4660310282789, 40.1646406645156 -10.4660801835527, 40.1646753276466 -10.4660793574001))",5HX2G5M7+HVFJ
-10.72291648,40.00350879,7.9120,0.6663,"POLYGON((40.0035220798766 -10.7229300387179, 40.0035153572827 -10.7228987225621, 40.0034954574234 -10.7229029003885, 40.0035021800156 -10.7229342165449, 40.0035220798766 -10.7229300387179))",5HX272G3+RCJ7
-10.51330492,40.22649357,11.4217,0.7496,"POLYGON((40.2265131441373 -10.5132948620396, 40.2264793994614 -10.5132882104812, 40.226474009437 -10.5133149903177, 40.2265077541155 -10.5133216418766, 40.2265131441373 -10.5132948620396))",5HX2F6PG+MHHX
-10.43809197,40.16623471,53.9657,0.6881,"POLYGON((40.166279620556 -10.4380713996721, 40.1662337252907 -10.4380430070659, 40.1661898203216 -10.4381125455515, 40.1662357155937 -10.4381409381645, 40.166279620556 -10.4380713996721))",5HX2H568+QF98
-10.55935958,40.26356668,10.8514,0.7020,"POLYGON((40.2635824806274 -10.5593736386153, 40.2635808896354 -10.5593439551644, 40.2635508980812 -10.559345528988, 40.2635524890704 -10.5593752124392, 40.2635824806274 -10.5593736386153))",5HX2C7R7+7C4J
-10.48087090,40.18280120,45.8599,0.8397,"POLYGON((40.1828438496971 -10.4808802515928, 40.1828082049829 -10.4808282213288, 40.1827585412706 -10.4808615490746, 40.1827941859813 -10.4809135793445, 40.1828438496971 -10.4808802515928))",5HX2G59M+M434
-10.46286343,40.32457799,27.6448,0.6841,"POLYGON((40.3246001526314 -10.4628906294645, 40.3245947448693 -10.462832680717, 40.3245558412524 -10.4628362373742, 40.3245612490075 -10.4628941861232, 40.3246001526314 -10.4628906294645))",5HX2G8PF+VR4F
-10.56010258,39.99446967,37.2064,0.8158,"POLYGON((39.9945060577382 -10.5600876719983, 39.9944519705642 -10.5600677726935, 39.9944332864456 -10.5601174926429, 39.9944873736277 -10.5601373919502, 39.9945060577382 -10.5600876719983))",5GXXCXQV+XQ5R
-10.65871264,40.16817197,116.7108,0.7870,"POLYGON((40.1682142 -10.6587602, 40.1681805 -10.6587082, 40.1682402 -10.6586704, 40.1682165 -10.6586337, 40.1681046 -10.6587046, 40.1681621 -10.6587932, 40.1682142 -10.6587602))",5HX285R9+G77G
-10.64462825,40.15036212,11.7493,0.7493,"POLYGON((40.1503834032064 -10.6446343202022, 40.1503664401474 -10.6446067678292, 40.1503408415765 -10.644622189082, 40.1503578046343 -10.6446497414566, 40.1503834032064 -10.6446343202022))",5HX29542+44XW
-10.61796058,40.03473062,68.3196,0.8590,"POLYGON((40.034774725271 -10.6179916559261, 40.0347719582479 -10.6179259731105, 40.0346865167456 -10.6179294957164, 40.0346892837502 -10.6179951785344, 40.034774725271 -10.6179916559261))",5HX292JM+RV9F
-10.54736598,40.27629638,54.0161,0.8469,"POLYGON((40.2763425868487 -10.5473510559351, 40.2762676447743 -10.5473271867288, 40.2762501669812 -10.5473809161777, 40.2763251090681 -10.5474047853867, 40.2763425868487 -10.5473510559351))",5HX2F73G+3G37
-10.50730549,40.23215904,56.8907,0.8338,"POLYGON((40.2321990766571 -10.5073333886516, 40.2321935271666 -10.5072710869131, 40.2321189935453 -10.5072775890644, 40.2321245430213 -10.5073398908058, 40.2321990766571 -10.5073333886516))",5HX2F6VJ+3VFJ
-10.43579813,40.33440016,25.0136,0.6749,"POLYGON((40.3344133896189 -10.4358287698772, 40.3344232504389 -10.435773884719, 40.3343869200388 -10.4357674890796, 40.3343770592124 -10.4358223742376, 40.3344133896189 -10.4358287698772))",5HX2H87M+MQJ5
-10.72529809,40.07078597,64.0044,0.8861,"POLYGON((40.070833166256 -10.7253192292438, 40.0708012890576 -10.7252491421248, 40.070738766142 -10.7252769524541, 40.0707706433301 -10.7253470395805, 40.070833166256 -10.7253192292438))",5HX273FC+V8M2
-10.45702374,40.32115386,11.7036,0.6629,"POLYGON((40.3211719216818 -10.4570365013176, 40.3211637728581 -10.4570040885506, 40.3211358079282 -10.4570109764669, 40.3211439567495 -10.4570433892349, 40.3211719216818 -10.4570365013176))",5HX2G8VC+5FR5
-10.72414122,39.99409794,58.5945,0.8580,"POLYGON((39.9941347206713 -10.7241738248256, 39.9941299664129 -10.7241040365335, 39.9940611663721 -10.7241086202376, 39.994065920615 -10.7241784085321, 39.9941347206713 -10.7241738248256))",5GXX7XGV+8JX6
-10.50114415,40.09792832,27.2263,0.7786,"POLYGON((40.0979493288091 -10.5011730740155, 40.0979436076533 -10.5011119206931, 40.0979072977015 -10.5011152477418, 40.0979130188503 -10.5011764010655, 40.0979493288091 -10.5011730740155))",5HX2F3XX+G5V8
-10.46307406,40.32136271,72.8650,0.8747,"POLYGON((40.3214020421068 -10.4631121465464, 40.3214007662229 -10.4630347338751, 40.3213233731991 -10.463035983488, 40.3213246490638 -10.4631133961619, 40.3214020421068 -10.4631121465464))",5HX2G8PC+QGH4
-10.43435979,40.31854382,47.7361,0.8009,"POLYGON((40.3185809735638 -10.4343847386422, 40.3185752852591 -10.434328091756, 40.3185066619489 -10.4343348438348, 40.3185123502416 -10.4343914907237, 40.3185809735638 -10.4343847386422))",5HX2H889+7C3M
-10.64562409,40.15068280,37.2513,0.7646,"POLYGON((40.1507224394677 -10.6456324521563, 40.150703931014 -10.645589874271, 40.1506431670427 -10.6456157199552, 40.1506616754904 -10.6456582978448, 40.1507224394677 -10.6456324521563))",5HX29532+Q735
-10.72334112,40.06824384,40.0040,0.8359,"POLYGON((40.0682843355791 -10.7233509453557, 40.0682650004791 -10.7233055955656, 40.0682033488171 -10.7233313022814, 40.0682226839103 -10.723376652076, 40.0682843355791 -10.7233509453557))",5HX273G9+M799
-10.61265793,40.03283081,46.6858,0.8751,"POLYGON((40.0328738415312 -10.6126702024841, 40.0328536210218 -10.6126198060667, 40.0327877697069 -10.6126456648271, 40.0328079902083 -10.6126960612495, 40.0328738415312 -10.6126702024841))",5HX292PM+W4PP
-10.60495234,40.14090950,49.9752,0.8510,"POLYGON((40.1409443782233 -10.6049828275191, 40.1409292178773 -10.6049106322904, 40.1408746161613 -10.604921854537, 40.1408897764957 -10.6049940497696, 40.1409443782233 -10.6049828275191))",5HX294WR+297R
-10.55910820,40.10243035,63.1625,0.8728,"POLYGON((40.102481339302 -10.5590943504117, 40.1024347104979 -10.5590560626478, 40.1023793616252 -10.5591220571285, 40.1024259904344 -10.5591603449002, 40.102481339302 -10.5590943504117))",5HX2C4R2+9X3Q
-10.43572046,40.31881513,71.2805,0.8304,"POLYGON((40.3188638531603 -10.43574491537, 40.3188456698436 -10.4356756258924, 40.3187664166224 -10.435696004674, 40.3187845999242 -10.4357652941584, 40.3188638531603 -10.43574491537))",5HX2H879+PG82
-10.54287630,40.27986557,83.2204,0.7986,"POLYGON((40.279923702606 -10.5428673803123, 40.2798578030147 -10.5428186041957, 40.2798074461149 -10.5428852212541, 40.2798733457151 -10.5429339973806, 40.279923702606 -10.5428673803123))",5HX2F74H+RWXW
-10.57769074,40.25817811,60.5391,0.8598,"POLYGON((40.2582245628702 -10.5777097228961, 40.2582012390325 -10.5776465877149, 40.258131644235 -10.5776717561721, 40.2581549680615 -10.5777348913598, 40.2582245628702 -10.5777097228961))",5HX2C7C5+W7F8
-10.55444259,40.10589742,61.8062,0.8429,"POLYGON((40.1059436267409 -10.554463517204, 40.1059231159823 -10.5543992112715, 40.1058512068661 -10.5544216672734, 40.1058717176122 -10.5544859732119, 40.1059436267409 -10.554463517204))",5HX2C4W4+69C8
-10.46625166,40.32485295,11.2096,0.6701,"POLYGON((40.3248690708622 -10.4662658987611, 40.3248663912336 -10.46623493474, 40.3248368333662 -10.4662374406144, 40.3248395129916 -10.4662684046361, 40.3248690708622 -10.4662658987611))",5HX2G8MF+FWXV
-10.55303099,40.10536693,68.5781,0.8746,"POLYGON((40.1054153778188 -10.5530532750637, 40.1053918460325 -10.5529842276542, 40.1053184792926 -10.5530087086217, 40.1053420110653 -10.553077756038, 40.1054153778188 -10.5530532750637))",5HX2C4W4+Q4QP
-10.51769366,40.15165014,52.0050,0.8385,"POLYGON((40.1516782865935 -10.5177302948946, 40.1516860421328 -10.5176643913434, 40.1516219988737 -10.5176570106022, 40.1516142433207 -10.5177229141533, 40.1516782865935 -10.5177302948946))",5HX2F5J2+WMC9
-10.75771375,40.04300898,25.5107,0.7425,"POLYGON((40.0430421495887 -10.7577285696175, 40.0430408233874 -10.7576963186078, 40.042975811851 -10.7576989324895, 40.0429771380456 -10.757731183501, 40.0430421495887 -10.7577285696175))",5HX262RV+W66F
-10.57470638,40.25357082,70.6082,0.7591,"POLYGON((40.2536239907426 -10.5747170090796, 40.2535780083311 -10.5746531790429, 40.2535176570018 -10.5746957401927, 40.2535636394095 -10.5747595702385, 40.2536239907426 -10.5747170090796))",5HX2C7G3+4C8M
-10.62037746,40.03153691,50.3882,0.8940,"POLYGON((40.0315762195372 -10.6204007642129, 40.0315577770253 -10.6203370903715, 40.0314975997506 -10.6203541480569, 40.0315160422517 -10.6204178219029, 40.0315762195372 -10.6204007642129))",5HX292HJ+RJVR
-10.50383598,40.08950105,17.3348,0.7527,"POLYGON((40.089512508713 -10.5038603810726, 40.0895224949744 -10.5038194314471, 40.0894895909109 -10.5038115724876, 40.0894796046451 -10.5038525221124, 40.089512508713 -10.5038603810726))",5HX2F3WQ+FR6C
-10.49627771,40.34527071,73.4065,0.8013,"POLYGON((40.3453209174717 -10.4963053832008, 40.3453114921842 -10.4962479345294, 40.3452809100591 -10.4962528488787, 40.3452772415824 -10.4962304888907, 40.3452369921733 -10.4962369567051, 40.3452406606471 -10.4962593166936, 40.3452247555195 -10.4962618725413, 40.3452341807921 -10.4963193212177, 40.3453209174717 -10.4963053832008))",5HX2G83W+F4JW
-10.51230181,40.33716746,22.6269,0.7915,"POLYGON((40.3371988625633 -10.5123053250237, 40.3371602007886 -10.5122713642025, 40.3371360492259 -10.5122982911479, 40.3371747110024 -10.5123322519722, 40.3371988625633 -10.5123053250237))",5HX2F8QP+3VFV
-10.58222158,40.16337550,42.4220,0.8116,"POLYGON((40.16341754955 -10.5822275644873, 40.1633902653177 -10.5821821797152, 40.1633334572941 -10.5822156107309, 40.1633607415221 -10.5822609955084, 40.16341754955 -10.5822275644873))",5HX2C597+4962
-10.46137073,40.32281903,9.1791,0.7643,"POLYGON((40.322830873969 -10.4613879843819, 40.3228279527162 -10.4613518162955, 40.3228072123621 -10.4613534574242, 40.3228101336126 -10.4613896255111, 40.322830873969 -10.4613879843819))",5HX2G8QF+F442
-10.75487941,40.01107383,49.5158,0.8894,"POLYGON((40.0111101226009 -10.7548523594646, 40.0110487967568 -10.7548419021136, 40.0110375393738 -10.7549064523729, 40.0110988652309 -10.7549169097249, 40.0111101226009 -10.7548523594646))",5HX262W6+2CWV
-10.51190009,40.23184583,40.0102,0.7016,"POLYGON((40.231882326225 -10.5118806083784, 40.2318175063663 -10.5118701078495, 40.2318093269704 -10.511919556827, 40.2318741468397 -10.5119300573564, 40.231882326225 -10.5118806083784))",5HX2F6QJ+6PQR
-10.52144859,40.15999594,69.2139,0.8927,"POLYGON((40.1600343980846 -10.5214856150744, 40.1600319954998 -10.5214092742027, 40.1599574866161 -10.5214115705632, 40.1599598891828 -10.5214879114374, 40.1600343980846 -10.5214856150744))",5HX2F5H5+CXH5
-10.68160780,40.08775337,43.1018,0.8686,"POLYGON((40.0877841875439 -10.6816365352367, 40.0877817418275 -10.6815766904478, 40.0877225612103 -10.681579056422, 40.0877250069152 -10.6816389012125, 40.0877841875439 -10.6816365352367))",5HX2839Q+942J
-10.59995807,40.22304914,61.2922,0.8589,"POLYGON((40.2230947058813 -10.5999797571196, 40.2230746503034 -10.5999148766878, 40.223003567179 -10.599936383461, 40.223023622745 -10.6000012638986, 40.2230947058813 -10.5999797571196))",5HX2C62F+267P
-10.49568303,40.34870489,35.2563,0.8525,"POLYGON((40.3487330472692 -10.4957090520557, 40.3487353351185 -10.4956596692035, 40.3486767341787 -10.495657010056, 40.3486744463201 -10.495706392909, 40.3487330472692 -10.4957090520557))",5HX2G83X+PFGP
-10.55734892,40.09640552,53.1646,0.8390,"POLYGON((40.0964442128514 -10.5573789227139, 40.0964175921794 -10.5573017691398, 40.0963668195767 -10.5573189206327, 40.0963934402383 -10.5573960742122, 40.0964442128514 -10.5573789227139))",5HX2C3VW+3H65
-10.63168987,40.12344832,8.0776,0.6513,"POLYGON((40.1234631408403 -10.6317005438765, 40.1234586800763 -10.6316748959867, 40.1234335086032 -10.631679180113, 40.1234379693653 -10.6317048280033, 40.1234631408403 -10.6317005438765))",5HX2949F+89GF
-10.54470415,40.27830278,64.0239,0.7705,"POLYGON((40.2783360795486 -10.544744609412, 40.2783322707401 -10.5446609012105, 40.2782694764377 -10.5446636988135, 40.2782732852294 -10.5447474070177, 40.2783360795486 -10.544744609412))",5HX2F74H+487W
-10.55902906,39.99953876,74.0868,0.8387,"POLYGON((39.999588652349 -10.559004994179, 39.9995156549256 -10.5589791201629, 39.9994888634349 -10.5590531224733, 39.9995618608749 -10.5590789964941, 39.999588652349 -10.559004994179))",5GXXCXRX+9RMR
-10.46451657,40.32013171,69.7417,0.8841,"POLYGON((40.3201745921359 -10.4645494089195, 40.3201716547706 -10.4644802812655, 40.3200888250895 -10.464483729246, 40.3200917624366 -10.4645528569029, 40.3201745921359 -10.4645494089195))",5HX2G8PC+53R6
-10.60095557,40.22441790,107.6676,0.8663,"POLYGON((40.2244095 -10.6010218, 40.2244822 -10.6009758, 40.2244263 -10.6008893, 40.2243536 -10.6009354, 40.2244095 -10.6010218))",5HX296XF+JQ7M
-10.57575518,40.26410248,30.4786,0.7535,"POLYGON((40.2641364564851 -10.5757660933166, 40.2641174532645 -10.5757230799602, 40.264068506723 -10.5757442490769, 40.2640875099389 -10.5757872624367, 40.2641364564851 -10.5757660933166))",5HX2C7F7+MJXM
-10.72591788,39.99614910,36.2240,0.8726,"POLYGON((39.9961824813021 -10.7259386025271, 39.9961774619886 -10.7258908251413, 39.9961157180108 -10.7258971687937, 39.9961207373149 -10.7259449461814, 39.9961824813021 -10.7259386025271))",5GXX7XFW+JFJ9
-10.43513658,40.31981337,56.9721,0.7558,"POLYGON((40.319851548034 -10.4351664241751, 40.319843578052 -10.4350988309607, 40.3197751940638 -10.4351067316608, 40.3197831640316 -10.4351743248784, 40.319851548034 -10.4351664241751))",5HX2H879+WWWC
-10.56467901,40.00169266,61.1016,0.8557,"POLYGON((40.0017374260642 -10.5647019271663, 40.0017159775526 -10.5646347924649, 40.001647901483 -10.5646560852801, 40.0016693499822 -10.5647232199871, 40.0017374260642 -10.5647019271663))",5HX2C2P2+4MGR
-10.65694048,40.16823533,83.1442,0.8764,"POLYGON((40.1682921768702 -10.6569554094916, 40.1682514562397 -10.6568845301289, 40.1681784837521 -10.6569255483659, 40.168219204373 -10.6569964277392, 40.1682921768702 -10.6569554094916))",5HX285V9+67H8
-10.51440432,40.22551185,54.5531,0.8408,"POLYGON((40.2255552501332 -10.5143839484061, 40.2254835499275 -10.5143659141602, 40.2254684511729 -10.5144247031054, 40.225540151392 -10.5144427373531, 40.2255552501332 -10.5143839484061))",5HX2F6PG+66JV
-10.63830921,40.03441803,27.3355,0.7338,"POLYGON((40.0344473179345 -10.6382922963319, 40.0343965962366 -10.6382831952458, 40.0343887229592 -10.6383261323722, 40.0344394446642 -10.6383352334589, 40.0344473179345 -10.6382922963319))",5HX2926M+MQFM
-10.67704234,40.08323505,49.9217,0.8833,"POLYGON((40.0832662910398 -10.6770753621563, 40.083264607337 -10.6770078286655, 40.0832038051104 -10.6770093116235, 40.0832054887997 -10.677076845116, 40.0832662910398 -10.6770753621563))",5HX283FM+57Q8
-10.70601737,40.10942670,32.3403,0.8358,"POLYGON((40.1094614794621 -10.7060289431918, 40.1094394970427 -10.705983361268, 40.1093919206717 -10.7060058029387, 40.1094139030861 -10.7060513848664, 40.1094614794621 -10.7060289431918))",5HX274V5+HQV8
-10.72339645,39.99489009,53.2140,0.7837,"POLYGON((39.9949229417573 -10.7233727859181, 39.9949095519938 -10.7233849458751, 39.99487980819 -10.7233529150504, 39.9948407579528 -10.7233883786372, 39.9948904323364 -10.7234418725176, 39.9949428723372 -10.7233942489662, 39.9949229417573 -10.7233727859181))",5GXX7XGV+JXR3
-10.71949556,40.02073234,21.7036,0.7689,"POLYGON((40.0207633081635 -10.7195065520411, 40.0207586709872 -10.7194760643638, 40.0207013697085 -10.7194845882032, 40.0207060068793 -10.7195150758818, 40.0207633081635 -10.7195065520411))",5HX272JC+6753
-10.50797234,40.23303457,84.7362,0.8994,"POLYGON((40.2330758561753 -10.5080147148788, 40.2330811110863 -10.5079356932279, 40.2329932857307 -10.5079299732961, 40.2329880307971 -10.5080089949481, 40.2330758561753 -10.5080147148788))",5HX2F6RM+R672
-10.42724313,40.31868614,52.5577,0.8208,"POLYGON((40.3187229789889 -10.4272739433479, 40.3187026292014 -10.4271982585435, 40.3186493001609 -10.4272123091305, 40.3186696499373 -10.4272879939397, 40.3187229789889 -10.4272739433479))",5HX2H8F9+4F39
-10.56456155,40.10424385,71.0260,0.8697,"POLYGON((40.1042985507259 -10.5645630907449, 40.1042544722924 -10.5645084332466, 40.1041891518378 -10.5645600053128, 40.104233230269 -10.5646146628206, 40.1042985507259 -10.5645630907449))",5HX2C4P3+5MHH
-10.59331100,40.17965307,27.0791,0.6644,"POLYGON((40.1796786474862 -10.5933353226141, 40.1796636255584 -10.5932774874843, 40.1796274874726 -10.5932866751577, 40.1796425093945 -10.5933445102897, 40.1796786474862 -10.5933353226141))",5HX2C54H+MVCH
-10.65903891,40.16822862,21.5551,0.7845,"POLYGON((40.1682321784475 -10.6590073541473, 40.168202609564 -10.6590203011329, 40.168225058966 -10.6590704646856, 40.1682546278541 -10.6590575176969, 40.1682321784475 -10.6590073541473))",5HX285R9+97QF
-10.50859269,40.23290773,55.8224,0.8931,"POLYGON((40.2329386386088 -10.5085557294894, 40.2328757761213 -10.508556608226, 40.2328768184885 -10.5086296388615, 40.2329396809908 -10.5086287601229, 40.2329386386088 -10.5085557294894))",5HX2F6RM+H576
-10.42888735,40.31855482,58.4294,0.8599,"POLYGON((40.3185864874578 -10.4289247168757, 40.3185921481874 -10.4288555202756, 40.3185231605919 -10.428849990158, 40.3185174998467 -10.4289191867588, 40.3185864874578 -10.4289247168757))",5HX2H8C9+CCVH
-10.60430216,40.14122980,56.1019,0.8490,"POLYGON((40.1412752674776 -10.6043183228947, 40.1412446522432 -10.6042566729538, 40.1411843333257 -10.6042859908864, 40.141214948552 -10.6043476408338, 40.1412752674776 -10.6043183228947))",5HX294WR+7FHV
-10.65820831,40.16658479,76.4748,0.8265,"POLYGON((40.1665883519268 -10.6581374071465, 40.166543322011 -10.6581503646664, 40.1665812206363 -10.6582792259236, 40.1666262505683 -10.6582662683965, 40.1665883519268 -10.6581374071465))",5HX285R8+PJ8P
-10.54205339,40.27853721,59.4135,0.8204,"POLYGON((40.278577356801 -10.5420823809397, 40.2785674634383 -10.5420143697834, 40.2784970556721 -10.5420243983155, 40.2785069490202 -10.5420924094756, 40.278577356801 -10.5420823809397))",5HX2F75H+5CFR
-10.69973680,40.03100215,298.0800,0.9057,"POLYGON((40.0311226 -10.6997172, 40.0309189 -10.6996485, 40.0308817 -10.6997564, 40.0310854 -10.6998251, 40.0310946 -10.6997984, 40.0311226 -10.6997172))",5HX2822J+4C2C
-10.45836376,40.32146333,46.0390,0.7442,"POLYGON((40.3215018436185 -10.4583866577855, 40.3214975607772 -10.4583349528702, 40.3214248181312 -10.4583408559707, 40.3214291009608 -10.4583925608885, 40.3215018436185 -10.4583866577855))",5HX2G8RC+MH4H
-10.75841420,40.01800273,52.0607,0.8841,"POLYGON((40.0180453264873 -10.7583956222629, 40.017983928954 -10.7583720941135, 40.0179601426412 -10.7584327843436, 40.0180215401859 -10.7584563124968, 40.0180453264873 -10.7583956222629))",5HX262R9+J6JC
-10.72165978,39.99857451,37.2298,0.8503,"POLYGON((39.9986121153706 -10.7216752304159, 39.9986024860297 -10.7216305214246, 39.9985369161743 -10.7216443329409, 39.9985465455064 -10.7216890419349, 39.9986121153706 -10.7216752304159))",5GXX7XHX+8CPM
-10.72542504,39.98706146,42.3481,0.8012,"POLYGON((39.9870953432012 -10.7254005175463, 39.9870359462274 -10.7253920658101, 39.9870275803709 -10.7254495638769, 39.987086977356 -10.7254580156137, 39.9870953432012 -10.7254005175463))",5GXX7XFP+RRFX
-10.45507218,40.22799872,12.8614,0.6832,"POLYGON((40.2280159021341 -10.4550878768821, 40.228010568838 -10.4550522453206, 40.2279815202934 -10.455056505089, 40.2279868535863 -10.4550921366514, 40.2280159021341 -10.4550878768821))",5HX2G6VH+X5H5
-10.53314849,40.28351058,17.9055,0.7442,"POLYGON((40.2835318335871 -10.5331561298902, 40.2835317259832 -10.5331301329074, 40.2834906074796 -10.5331302995602, 40.283490727158 -10.5331592146651, 40.2835065691317 -10.5331747632594, 40.2835318335871 -10.5331561298902))",5HX2F78M+PCR3
-10.50670054,40.23428460,62.3483,0.8568,"POLYGON((40.2343154088868 -10.5067408418973, 40.2343216213647 -10.5066657299541, 40.2342537966727 -10.5066602358283, 40.2342475841782 -10.506735347772, 40.2343154088868 -10.5067408418973))",5HX2F6VM+8P7R
-10.55688785,40.09792773,45.9880,0.8250,"POLYGON((40.0979213969214 -10.5568420506938, 40.0978841290626 -10.5568712608503, 40.0979340669457 -10.5569336403167, 40.0979713348054 -10.5569044301546, 40.0979213969214 -10.5568420506938))",5HX2C3VX+65VG
-10.69648235,40.03020592,47.3564,0.8789,"POLYGON((40.0302391144235 -10.6965116090472, 40.0302326476506 -10.6964472075824, 40.0301727152216 -10.696453094149, 40.0301791819821 -10.6965174956162, 40.0302391144235 -10.6965116090472))",5HX2823J+C34P
-10.56132491,39.99743540,52.6126,0.8753,"POLYGON((39.9974763776669 -10.5613021218694, 39.9974183429779 -10.5612815725602, 39.9973944302547 -10.5613476902457, 39.9974524649554 -10.5613682395582, 39.9974763776669 -10.5613021218694))",5GXXCXQW+FXF5
-10.51375127,40.23259592,52.1055,0.7143,"POLYGON((40.2326354418292 -10.5137756936777, 40.2326235221641 -10.5137141089934, 40.2325563877525 -10.5137268343629, 40.2325683074047 -10.5137884190511, 40.2326354418292 -10.5137756936777))",5HX2F6PM+F2XR
-10.46624291,40.31881805,66.2688,0.8525,"POLYGON((40.3188571187445 -10.4662080557334, 40.3187867750674 -10.4662010652232, 40.3187789936649 -10.4662777736201, 40.3188493373595 -10.4662847641299, 40.3188571187445 -10.4662080557334))",5HX2G8M9+GG46
-10.49128634,40.20171055,25.4522,0.6900,"POLYGON((40.201742199346 -10.4912937065817, 40.2017180861954 -10.4912550311216, 40.2016788825292 -10.491278972173, 40.2017029956776 -10.4913176476367, 40.201742199346 -10.4912937065817))",5HX2G652+FMPG
-10.45749473,40.32199807,73.6360,0.7982,"POLYGON((40.3220497974346 -10.457519973219, 40.322041826374 -10.4574575449785, 40.3219463424299 -10.4574694892281, 40.3219543134724 -10.4575319174731, 40.3220497974346 -10.457519973219))",5HX2G8VC+2Q59
